ID,Dir,DNA1,DNA2,DNA3,RNA1,RNA2,RNA3
MYC_E2.2,CCW,19,16,20,23,27,9
MYC_E2.2,CW,958,980,1633,4033,2373,3089
MYC_E2.3,CCW,5,7,6,0,2,0
MYC_E2.3,CW,566,641,935,137,59,57
MYC_E2,CCW,416,438,431,3483,1741,2745
MYC_E2,CW,79,81,71,338,299,220
MYC_E3.1,CCW,53,55,65,24,19,7
MYC_E3.1,CW,1166,1301,2115,1729,833,936
MYC_E3.2,CCW,0,0,0,0,0,0
MYC_E3.2,CW,778,880,1283,1976,1048,1232
MYC_E3.3,CCW,12,9,14,5,2,2
MYC_E3.3,CW,640,643,902,709,334,524
MYC_E3.4,CCW,11,14,10,1,1,0
MYC_E3.4,CW,565,591,780,357,161,264
MYC_E3.5,CCW,0,0,0,0,0,0
MYC_E3.5,CW,295,316,309,206,120,157
MYC_E3,CCW,368,403,435,196,113,133
MYC_E3,CW,102,104,106,106,58,64
MYC_E4.1,CCW,84,84,97,79,94,73
MYC_E4.1,CW,727,784,1092,4797,2430,3695
MYC_E4.2,CCW,0,0,0,0,0,0
MYC_E4.2,CW,412,441,549,1812,949,1297
MYC_E4.3,CCW,50,43,52,13,19,17
MYC_E4.3,CW,582,633,829,813,469,679
MYC_E4.4,CCW,56,66,83,4,4,3
MYC_E4.4,CW,1691,1808,3064,1646,823,1148
MYC_E4.5,CCW,1089,1062,1993,215,116,176
MYC_E4.5,CW,732,738,858,1351,808,1110
MYC_E4.6,CCW,6,4,7,4,1,2
MYC_E4.6,CW,15,22,23,64,81,70
MYC_E4.7,CCW,0,0,0,0,0,0
MYC_E4.7,CW,1672,1719,3143,1370,822,850
MYC_E4.8,CCW,30,30,43,43,47,32
MYC_E4.8,CW,937,1073,1826,4011,2453,3043
MYC_E4,CCW,251,291,258,569,452,652
MYC_E4,CW,68,88,73,374,245,383
MYC_E5.1,CCW,19,22,18,24,25,18
MYC_E5.1,CW,701,835,1066,2569,1225,1893
MYC_E5.2,CCW,11,8,7,9,17,7
MYC_E5.2,CW,450,459,587,907,480,619
MYC_E5,CCW,272,264,205,203,119,196
MYC_E5,CW,228,258,249,522,328,418
MYC_E6.1,CCW,56,62,81,30,46,35
MYC_E6.1,CW,1436,1571,2700,252,165,220
MYC_E6.2,CCW,0,0,0,0,0,0
MYC_E6.2,CW,340,411,547,2096,1028,1709
MYC_E6.3,CCW,0,0,0,0,0,0
MYC_E6.3,CW,311,308,424,1719,915,1535
MYC_E6,CCW,145,159,141,539,266,498
MYC_E6,CW,149,174,160,82,45,83
MYC_E7.1,CCW,245,207,192,177,99,159
MYC_E7.1,CW,270,270,298,30,14,21
MYC_E7.2,CCW,14,14,15,23,28,14
MYC_E7.2,CW,461,537,719,1189,530,883
MYC_E7.3,CCW,0,0,0,0,0,0
MYC_E7.3,CW,359,417,419,1607,781,1241
MYC_E7.4,CCW,0,0,0,0,0,0
MYC_E7.4,CW,159,145,126,387,180,300
MYC_E7.5,CCW,0,0,0,0,0,0
MYC_E7.5,CW,1855,1891,3082,2566,1651,2035
MYC_E7,CCW,3,7,3,3,6,5
MYC_E7,CW,201,206,194,622,346,489
NC15,CCW,1014,1132,1944,179,126,74
NC15,CW,1183,1402,2206,518,242,325
NC16,CCW,1126,1264,2127,660,382,425
NC16,CW,1346,1503,2506,181,122,149
NC17,CCW,667,777,1171,369,148,320
NC17,CW,583,669,993,669,232,316
NC18,CCW,716,723,1299,289,161,202
NC18,CW,1548,1605,2724,3260,2063,2322
NC20,CCW,709,722,1222,195,131,123
NC20,CW,1163,1297,2221,1565,810,1194
NC21,CCW,716,744,1305,51,38,68
NC21,CW,1324,1485,2606,1311,751,1109
NC22,CCW,813,802,1353,479,227,312
NC22,CW,1414,1515,2735,1549,1100,1065
NC23,CCW,542,658,1067,226,130,179
NC23,CW,1444,1579,2690,3053,1624,2295
NC29,CCW,13,15,19,5,8,5
NC29,CW,1699,1880,3110,1331,682,1077
NC2,CCW,1014,1110,1837,132,148,172
NC2,CW,1468,1606,2737,149,103,126
NC3,CCW,1057,1197,1940,541,353,476
NC3,CW,1433,1461,2616,871,514,727
NC4,CCW,955,1000,1717,568,362,499
NC4,CW,1586,1668,2886,1303,867,1003
NC7,CCW,1199,1336,2264,13,43,59
NC7,CW,1623,1719,2933,14,19,21
ORF13850,CCW,812,837,1081,859,452,692
ORF13850,CW,398,400,530,495,281,355
ORF13856,CCW,13,19,19,1,8,4
ORF13856,CW,313,361,464,390,190,295
ORF13889,CCW,393,389,518,82,33,66
ORF13889,CW,172,189,227,116,60,100
ORF13943,CCW,181,223,242,90,44,74
ORF13943,CW,142,151,204,120,36,71
ORF14568,CCW,6,4,1,0,0,0
ORF14568,CW,5,6,4,1,0,0
ORF52579,CCW,1182,1177,2139,202,134,182
ORF52579,CW,928,1035,1614,1261,754,924
ORF52653,CCW,506,546,775,303,171,288
ORF52653,CW,638,648,926,700,325,491
ORF52655,CCW,876,826,1310,126,60,85
ORF52655,CW,553,572,808,369,193,274
ORF52680,CCW,327,330,363,173,77,145
ORF52680,CW,190,192,229,45,25,65
ORF52700,CCW,233,252,252,77,55,74
ORF52700,CW,305,306,355,105,78,126
ORF52703,CCW,190,214,235,95,45,75
ORF52703,CW,202,194,216,80,59,80
ORF52724,CCW,115,139,100,41,36,66
ORF52724,CW,93,120,77,48,25,51
ORF52727,CCW,18,24,23,4,9,10
ORF52727,CW,76,48,58,25,16,17
ORF52740,CCW,470,458,523,12,13,22
ORF52740,CW,164,163,200,94,51,89
ORF52741,CCW,436,485,722,102,79,113
ORF52741,CW,355,413,514,236,127,238
ORF52743,CCW,77,77,97,57,20,50
ORF52743,CW,132,149,139,60,19,53
ORF52755,CCW,183,196,229,88,54,78
ORF52755,CW,361,319,364,334,177,255
ORF52773,CCW,326,373,352,102,61,116
ORF52773,CW,233,264,227,70,46,67
ORF52780,CCW,463,471,576,220,154,257
ORF52780,CW,284,317,354,62,28,62
ORF52781,CCW,186,155,177,156,86,143
ORF52781,CW,271,294,311,259,147,260
ORF52785,CCW,500,464,540,85,50,111
ORF52785,CW,209,219,241,65,40,75
ORF52793,CCW,379,414,378,18,8,12
ORF52793,CW,657,609,615,159,66,138
ORF52797,CCW,373,355,450,212,106,129
ORF52797,CW,443,482,598,532,289,395
ORF52800,CCW,289,353,409,235,107,182
ORF52800,CW,331,342,464,356,175,298
ORF52828,CCW,25,44,22,2,8,5
ORF52828,CW,83,85,75,11,4,14
ORF52842,CCW,118,111,101,204,101,177
ORF52842,CW,125,132,111,167,115,173
ORF52851,CCW,575,624,893,235,111,186
ORF52851,CW,373,365,542,418,224,354
ORF52855,CCW,2,0,1,0,0,0
ORF52855,CW,34,32,30,11,4,8
ORF52872,CCW,129,136,123,25,15,24
ORF52872,CW,99,91,95,41,35,43
ORF52879,CCW,126,130,122,74,46,68
ORF52879,CW,73,93,61,29,22,23
ORF52886,CCW,352,367,379,10,7,10
ORF52886,CW,244,222,247,107,63,93
ORF52897,CCW,247,231,205,18,15,21
ORF52897,CW,164,145,110,36,45,38
ORF52905,CCW,163,174,188,137,51,88
ORF52905,CW,133,125,143,219,85,155
ORF52912,CCW,235,219,183,13,6,23
ORF52912,CW,224,255,287,45,33,75
ORF52917,CCW,582,652,930,452,222,336
ORF52917,CW,669,665,909,903,427,733
ORF52920,CCW,454,497,730,148,70,115
ORF52920,CW,420,447,698,354,198,292
ORF52939,CCW,25,30,18,18,0,10
ORF52939,CW,95,106,90,50,27,48
ORF52949,CCW,69,84,82,11,5,12
ORF52949,CW,52,61,59,19,20,23
ORF52950,CCW,22,19,21,6,7,10
ORF52950,CW,174,200,214,22,13,18
ORF52951,CCW,203,229,245,41,19,47
ORF52951,CW,167,147,160,36,33,63
ORF52955,CCW,355,397,530,89,53,67
ORF52955,CW,351,411,458,379,171,264
ORF52968,CCW,80,79,80,14,10,13
ORF52968,CW,61,55,64,16,13,33
ORF52971,CCW,228,247,236,33,26,37
ORF52971,CW,332,365,383,247,133,183
ORF52983,CCW,129,167,195,42,34,60
ORF52983,CW,116,107,113,34,22,32
ORF52987,CCW,224,230,265,11,19,22
ORF52987,CW,165,184,182,103,53,109
ORF52993,CCW,81,71,77,12,8,26
ORF52993,CW,97,99,106,28,23,34
ORF52995,CCW,224,202,223,35,26,37
ORF52995,CW,321,326,315,152,79,125
ORF52999,CCW,286,322,362,105,63,102
ORF52999,CW,338,350,401,155,106,127
ORF53009,CCW,23,32,19,7,3,12
ORF53009,CW,18,20,14,10,3,6
ORF53021,CCW,233,209,276,59,29,61
ORF53021,CW,170,227,254,114,67,106
ORF53022,CCW,447,470,612,249,166,312
ORF53022,CW,258,255,318,53,53,45
ORF53027,CCW,479,501,625,152,80,156
ORF53027,CW,411,423,508,199,115,145
ORF53030,CCW,201,170,198,76,42,84
ORF53030,CW,288,308,337,303,136,261
ORF53038,CCW,402,381,550,211,148,197
ORF53038,CW,455,414,599,385,203,293
ORF53053,CCW,150,138,124,53,39,75
ORF53053,CW,118,92,100,17,14,29
ORF53071,CCW,3,4,4,2,0,1
ORF53071,CW,3,5,7,7,1,4
ORF53075,CCW,70,65,67,11,5,10
ORF53075,CW,58,54,43,14,1,5
ORF53081,CCW,224,234,251,45,26,51
ORF53081,CW,255,227,254,185,95,165
ORF53086,CCW,5,5,2,0,0,3
ORF53086,CW,49,45,42,27,15,20
ORF53087,CCW,251,293,310,146,99,163
ORF53087,CW,205,252,270,483,298,354
ORF53089,CCW,596,709,945,259,160,300
ORF53089,CW,458,493,616,134,82,135
ORF53104,CCW,476,456,557,227,84,180
ORF53104,CW,321,366,454,305,148,232
ORF53114,CCW,267,235,249,18,20,31
ORF53114,CW,144,170,181,34,26,54
ORF53123,CCW,37,42,58,14,2,11
ORF53123,CW,22,25,13,10,3,8
ORF53130,CCW,258,261,331,92,55,111
ORF53130,CW,145,133,177,24,21,15
ORF53212,CCW,701,813,1068,510,268,439
ORF53212,CW,400,470,557,419,184,319
ORF53226,CCW,329,342,448,154,68,119
ORF53226,CW,357,361,432,103,69,106
ORF53246,CCW,442,415,471,592,249,527
ORF53246,CW,549,598,633,1044,529,870
ORF53279,CCW,225,169,139,70,29,68
ORF53279,CW,183,232,260,225,125,190
ORF53315,CCW,303,298,420,259,101,196
ORF53315,CW,349,315,410,337,161,241
ORF53361,CCW,203,226,230,29,32,40
ORF53361,CW,343,369,395,234,101,185
ORF53412,CCW,271,307,316,50,31,47
ORF53412,CW,180,197,251,94,78,148
ORF53427,CCW,15,10,14,5,5,8
ORF53427,CW,432,486,647,610,335,441
ORF53432,CCW,616,623,949,180,85,194
ORF53432,CW,420,461,593,401,206,346
ORF53450,CCW,14,16,14,5,4,10
ORF53450,CW,11,18,16,0,3,2
ORF53479,CCW,289,305,415,105,63,104
ORF53479,CW,237,272,316,226,110,241
ORF53498,CCW,49,55,35,6,2,6
ORF53498,CW,44,35,37,3,6,9
ORF53524,CCW,300,292,344,51,35,34
ORF53524,CW,186,175,217,94,47,70
ORF53525,CCW,0,0,0,1,0,0
ORF53525,CW,5,8,4,0,0,4
ORF53528,CCW,590,633,930,326,163,283
ORF53528,CW,468,452,700,481,274,313
ORF53536,CCW,556,601,776,313,195,278
ORF53536,CW,427,473,590,343,163,281
ORF53573,CCW,348,405,481,121,58,96
ORF53573,CW,435,478,630,612,277,454
ORF53582,CCW,324,325,358,159,97,149
ORF53582,CW,531,632,795,399,212,288
ORF53604,CCW,815,817,1370,193,104,209
ORF53604,CW,596,623,942,509,243,326
ORF53626,CCW,1427,1523,2545,37,19,42
ORF53626,CW,960,1076,1648,601,292,417
ORF53653,CCW,216,195,223,10,13,18
ORF53653,CW,187,206,204,72,43,68
ORF53655,CCW,145,165,167,19,12,14
ORF53655,CW,146,168,193,96,57,95
ORF53657,CCW,232,230,295,45,25,50
ORF53657,CW,156,194,190,131,87,95
ORF53699,CCW,132,133,178,46,28,38
ORF53699,CW,128,124,150,48,27,44
ORF53713,CCW,202,213,258,142,84,111
ORF53713,CW,118,141,178,128,75,90
ORF53717,CCW,156,133,112,93,36,98
ORF53717,CW,305,277,332,236,166,238
ORF53737,CCW,421,497,605,339,181,313
ORF53737,CW,339,356,445,23,14,17
ORF53747,CCW,241,266,352,130,64,122
ORF53747,CW,281,283,393,136,85,142
ORF53776,CCW,38,36,47,7,10,3
ORF53776,CW,738,795,1222,789,425,649
ORF53789,CCW,217,227,222,93,53,102
ORF53789,CW,138,136,155,105,60,126
ORF53795,CCW,55,49,43,10,4,3
ORF53795,CW,89,116,58,41,23,40
ORF53802,CCW,323,314,383,150,68,107
ORF53802,CW,290,298,367,226,121,169
ORF53806,CCW,508,477,723,81,36,64
ORF53806,CW,402,429,618,472,215,356
ORF53814,CCW,258,257,312,108,52,72
ORF53814,CW,355,378,399,271,135,258
ORF53834,CCW,319,294,348,56,40,75
ORF53834,CW,170,191,188,96,61,61
ORF53836,CCW,285,292,381,72,44,71
ORF53836,CW,323,294,390,102,50,82
ORF53842,CCW,357,337,450,137,77,109
ORF53842,CW,419,430,672,460,237,352
ORF53843,CCW,353,373,348,235,121,198
ORF53843,CW,390,423,391,414,191,375
ORF53856,CCW,111,124,128,18,10,20
ORF53856,CW,115,114,145,30,36,40
ORF53866,CCW,359,350,506,302,174,281
ORF53866,CW,296,316,419,315,175,235
ORF53871,CCW,479,489,664,216,130,245
ORF53871,CW,223,219,262,251,139,207
ORF53886,CCW,495,531,711,122,78,163
ORF53886,CW,331,357,489,201,103,157
ORF53890,CCW,480,422,636,41,27,41
ORF53890,CW,303,319,402,225,113,164
ORF53911,CCW,183,195,211,103,57,93
ORF53911,CW,264,272,310,64,41,46
ORF53914,CCW,22,23,27,1,0,1
ORF53914,CW,33,25,29,11,3,11
ORF53920,CCW,5,9,4,0,0,0
ORF53920,CW,31,45,35,2,3,5
ORF53929,CCW,70,66,63,6,3,3
ORF53929,CW,26,35,30,1,4,6
ORF53933,CCW,362,371,397,187,127,183
ORF53933,CW,215,255,231,60,36,62
ORF53944,CCW,98,119,99,51,35,46
ORF53944,CW,118,105,89,61,25,49
ORF53949,CCW,67,82,63,60,37,52
ORF53949,CW,81,102,92,54,17,26
ORF53955,CCW,466,518,649,283,154,281
ORF53955,CW,310,333,437,309,148,316
ORF54004,CCW,173,195,264,88,44,82
ORF54004,CW,260,288,325,255,163,242
ORF54059,CCW,3,3,5,0,0,0
ORF54059,CW,1,0,2,0,0,0
ORF54104,CCW,60,76,73,15,8,17
ORF54104,CW,80,84,104,56,24,39
ORF54115,CCW,51,37,58,16,13,22
ORF54115,CW,60,63,63,25,10,19
ORF54128,CCW,435,455,775,192,130,143
ORF54128,CW,462,551,848,363,198,267
ORF54135,CCW,82,86,89,3,1,5
ORF54135,CW,49,69,43,16,12,22
ORF54136,CCW,1135,1262,2173,240,133,163
ORF54136,CW,738,861,1398,871,466,611
ORF54137,CCW,122,97,62,25,20,41
ORF54137,CW,242,183,198,67,27,59
ORF54142,CCW,73,76,81,107,62,89
ORF54142,CW,68,70,82,93,66,99
ORF54160,CCW,88,115,95,36,19,37
ORF54160,CW,64,105,89,100,48,77
ORF54175,CCW,575,688,893,43,21,42
ORF54175,CW,395,471,667,123,89,93
ORF54190,CCW,277,263,252,93,53,107
ORF54190,CW,174,168,216,71,64,116
ORF54197,CCW,108,130,120,29,11,29
ORF54197,CW,63,58,58,9,4,18
ORF54201,CCW,276,301,278,107,62,98
ORF54201,CW,460,463,482,259,142,252
ORF54211,CCW,146,133,202,166,82,146
ORF54211,CW,337,359,406,474,212,361
ORF54238,CCW,285,333,373,101,59,97
ORF54238,CW,247,241,327,100,63,101
ORF54257,CCW,128,148,151,43,23,59
ORF54257,CW,236,272,286,166,87,168
ORF54271,CCW,146,152,160,58,47,58
ORF54271,CW,197,193,228,87,40,57
ORF54276,CCW,5,1,4,0,0,1
ORF54276,CW,1,1,1,1,0,5
ORF54289,CCW,302,327,309,88,52,77
ORF54289,CW,212,235,293,128,70,124
ORF54290,CCW,134,150,152,75,35,65
ORF54290,CW,125,136,123,72,41,63
ORF54296,CCW,395,375,421,123,85,111
ORF54296,CW,209,240,292,91,60,115
ORF54304,CCW,66,68,81,27,12,36
ORF54304,CW,105,114,117,91,48,65
ORF54308,CCW,116,120,136,27,5,26
ORF54308,CW,67,71,59,14,5,22
ORF54315,CCW,82,72,67,96,29,75
ORF54315,CW,229,241,251,224,83,167
ORF54316,CCW,26,29,17,13,13,17
ORF54316,CW,9,7,7,2,0,1
ORF54320,CCW,217,232,272,19,10,61
ORF54320,CW,130,125,149,15,9,46
ORF54326,CCW,193,195,242,86,24,68
ORF54326,CW,131,148,148,63,23,49
ORF54339,CCW,13,10,9,0,0,0
ORF54339,CW,60,74,65,6,3,8
ORF54344,CCW,119,135,187,88,27,81
ORF54344,CW,171,184,212,209,109,179
ORF54347,CCW,496,500,742,302,160,250
ORF54347,CW,465,473,695,310,143,184
ORF54356,CCW,645,634,929,266,154,222
ORF54356,CW,365,396,592,137,66,74
ORF54383,CCW,233,233,268,48,47,67
ORF54383,CW,147,153,160,64,58,75
ORF54392,CCW,210,245,233,45,34,39
ORF54392,CW,220,259,281,212,109,174
ORF54395,CCW,384,402,419,91,69,136
ORF54395,CW,246,268,280,217,128,201
ORF54407,CCW,50,44,35,4,3,15
ORF54407,CW,18,31,12,6,7,6
ORF54475,CCW,27,24,19,9,8,16
ORF54475,CW,40,33,22,38,12,22
ORF54497,CCW,129,154,149,26,14,30
ORF54497,CW,254,252,278,129,73,121
ORF54500,CCW,493,506,718,149,103,119
ORF54500,CW,445,501,703,354,148,182
ORF54512,CCW,296,310,293,79,43,60
ORF54512,CW,303,294,307,212,107,171
ORF54555,CCW,347,325,468,37,30,29
ORF54555,CW,220,209,308,91,58,99
ORF54572,CCW,315,338,435,91,61,82
ORF54572,CW,275,323,391,118,77,116
ORF54577,CCW,258,263,278,82,58,114
ORF54577,CW,153,146,172,58,50,56
ORF54588,CCW,871,902,1388,137,90,128
ORF54588,CW,518,511,770,960,529,722
ORF54625,CCW,104,97,85,19,16,26
ORF54625,CW,58,66,65,10,6,21
ORF54637,CCW,241,251,338,141,78,141
ORF54637,CW,269,282,329,266,162,206
ORF54639,CCW,70,62,52,10,4,10
ORF54639,CW,44,41,40,8,4,9
ORF54640,CCW,286,285,336,66,51,83
ORF54640,CW,281,258,323,79,44,69
ORF54642,CCW,225,184,178,27,19,47
ORF54642,CW,95,91,98,26,19,19
ORF54660,CCW,1418,1581,2598,543,250,304
ORF54660,CW,1008,1033,1597,691,382,424
ORF54664,CCW,230,262,349,75,61,72
ORF54664,CW,205,205,266,235,142,192
ORF54668,CCW,337,328,428,117,67,125
ORF54668,CW,237,239,280,151,99,107
ORF54696,CCW,1078,1200,2012,40,11,18
ORF54696,CW,957,1001,1677,924,560,624
ORF54731,CCW,266,262,284,145,90,129
ORF54731,CW,261,257,315,155,94,154
ORF54732,CCW,228,229,237,42,35,55
ORF54732,CW,158,146,152,43,48,65
ORF54736,CCW,80,86,75,11,7,20
ORF54736,CW,67,73,70,16,14,26
ORF54751,CCW,163,192,201,42,37,39
ORF54751,CW,710,760,831,170,83,215
ORF54753,CCW,0,0,0,0,0,0
ORF54753,CW,19,17,12,5,8,4
ORF54773,CCW,686,794,1325,199,120,143
ORF54773,CW,1075,1152,1921,827,489,566
ORF54781,CCW,26,35,32,14,2,8
ORF54781,CW,7,6,3,0,2,2
ORF54832,CCW,2,1,5,1,0,2
ORF54832,CW,10,16,16,9,3,9
ORF54835,CCW,17,25,14,0,0,0
ORF54835,CW,41,42,32,12,11,16
ORF54871,CCW,114,151,145,36,34,30
ORF54871,CW,105,96,101,45,31,31
ORF54876,CCW,233,262,254,157,70,127
ORF54876,CW,228,229,270,75,40,60
ORF54877,CCW,141,155,152,23,6,23
ORF54877,CW,89,110,85,27,25,28
ORF54891,CCW,362,374,587,85,45,76
ORF54891,CW,356,387,566,141,52,107
ORF54901,CCW,33,25,29,6,12,11
ORF54901,CW,60,64,57,21,19,21
ORF54914,CCW,347,387,420,160,97,125
ORF54914,CW,254,262,338,176,91,146
ORF54920,CCW,205,233,223,30,25,39
ORF54920,CW,212,220,209,104,61,89
ORF54962,CCW,521,562,952,214,113,153
ORF54962,CW,644,710,1139,518,329,412
ORF54970,CCW,285,305,395,144,81,114
ORF54970,CW,266,254,348,316,136,249
ORF54986,CCW,448,514,730,128,67,137
ORF54986,CW,444,422,631,163,73,140
ORF54989,CCW,442,466,547,99,71,101
ORF54989,CW,293,305,384,190,84,190
ORF55004,CCW,328,316,426,46,37,63
ORF55004,CW,225,224,254,87,53,96
ORF55014,CCW,316,324,315,46,27,51
ORF55014,CW,195,186,187,40,21,56
ORF55025,CCW,590,647,826,39,24,31
ORF55025,CW,228,242,329,212,132,230
ORF55026,CCW,189,192,177,10,12,28
ORF55026,CW,79,101,79,43,25,45
ORF55164,CCW,41,32,22,2,0,1
ORF55164,CW,32,31,27,6,3,8
ORF55179,CCW,39,54,25,10,7,13
ORF55179,CW,59,71,53,42,21,40
ORF55210,CCW,22,20,9,16,10,11
ORF55210,CW,72,68,37,11,6,12
ORF55222,CCW,192,207,208,35,19,41
ORF55222,CW,172,167,196,62,41,57
ORF55223,CCW,136,136,189,128,67,111
ORF55223,CW,161,172,222,160,77,131
ORF55224,CCW,419,394,387,125,57,138
ORF55224,CW,336,382,380,144,80,181
ORF55237,CCW,515,554,759,48,55,37
ORF55237,CW,331,315,399,230,118,135
ORF55246,CCW,77,64,61,11,12,32
ORF55246,CW,92,116,96,22,9,28
ORF55247,CCW,147,140,181,77,20,54
ORF55247,CW,119,168,152,67,32,60
ORF55283,CCW,290,325,397,114,50,59
ORF55283,CW,199,192,264,167,104,153
ORF55296,CCW,85,72,48,82,63,88
ORF55296,CW,506,501,607,314,133,282
ORF55298,CCW,399,456,524,116,95,127
ORF55298,CW,257,276,302,93,74,101
ORF55307,CCW,260,327,363,106,57,96
ORF55307,CW,202,195,247,125,65,96
ORF55309,CCW,311,309,381,188,94,158
ORF55309,CW,355,351,411,347,175,264
ORF55425,CCW,510,510,650,191,113,161
ORF55425,CW,377,372,482,401,234,308
ORF55475,CCW,124,138,121,16,12,29
ORF55475,CW,57,67,74,14,15,28
ORF55489,CCW,730,742,1095,151,115,117
ORF55489,CW,320,321,402,301,192,240
ORF55536,CCW,697,647,894,296,188,303
ORF55536,CW,381,403,562,181,81,149
ORF55555,CCW,312,367,419,87,70,100
ORF55555,CW,321,364,427,143,53,108
ORF55562,CCW,97,75,97,38,14,14
ORF55562,CW,141,163,158,157,96,108
ORF55633,CCW,205,191,184,101,61,113
ORF55633,CW,121,125,123,102,64,92
ORF55639,CCW,0,0,0,0,0,0
ORF55639,CW,0,0,0,0,0,0
ORF55704,CCW,213,161,118,29,18,14
ORF55704,CW,373,324,242,61,39,42
ORF55710,CCW,497,554,815,362,206,280
ORF55710,CW,297,395,509,383,189,240
ORF55713,CCW,377,400,544,139,66,149
ORF55713,CW,270,252,361,123,59,125
ORF55735,CCW,45,34,31,1,0,6
ORF55735,CW,75,76,60,23,14,22
ORF55756,CCW,617,680,1058,197,157,171
ORF55756,CW,548,639,1027,408,232,317
ORF55767,CCW,327,344,512,67,27,44
ORF55767,CW,456,505,731,193,89,138
ORF55801,CCW,165,162,202,91,77,77
ORF55801,CW,259,281,326,184,103,161
ORF55826,CCW,191,189,195,52,19,45
ORF55826,CW,114,129,155,101,50,101
ORF55849,CCW,3,3,1,0,0,1
ORF55849,CW,1,1,2,0,0,2
ORF55852,CCW,251,293,314,71,60,63
ORF55852,CW,241,243,292,224,149,207
ORF55855,CCW,45,41,39,27,14,34
ORF55855,CW,204,195,219,48,31,63
ORF55857,CCW,234,239,275,23,19,39
ORF55857,CW,180,181,191,52,27,65
ORF55861,CCW,41,38,35,5,5,11
ORF55861,CW,110,140,138,62,28,52
ORF55864,CCW,714,788,1044,546,259,414
ORF55864,CW,417,484,641,263,142,210
ORF55865,CCW,162,186,194,33,20,39
ORF55865,CW,80,87,95,24,13,15
ORF55868,CCW,5,12,1,1,0,0
ORF55868,CW,60,56,65,30,11,31
ORF55869,CCW,238,222,236,9,13,26
ORF55869,CW,200,198,200,29,22,61
ORF55871,CCW,123,107,119,65,45,49
ORF55871,CW,79,107,97,135,102,147
ORF55877,CCW,71,65,37,2,2,9
ORF55877,CW,90,98,97,34,21,56
ORF55879,CCW,69,76,54,39,20,26
ORF55879,CW,111,103,102,77,46,56
ORF55885,CCW,53,64,54,9,13,22
ORF55885,CW,136,143,134,71,30,61
ORF55894,CCW,81,82,56,20,8,36
ORF55894,CW,98,96,68,28,17,43
ORF55921,CCW,363,395,410,189,106,190
ORF55921,CW,275,252,303,72,66,56
ORF55969,CCW,778,860,1321,309,138,258
ORF55969,CW,947,1012,1734,1118,766,830
ORF56004,CCW,545,541,774,271,166,280
ORF56004,CW,423,436,587,181,96,133
ORF56062,CCW,37,34,31,17,4,18
ORF56062,CW,81,94,73,12,10,16
ORF56096,CCW,485,467,648,304,158,263
ORF56096,CW,393,401,578,192,78,116
ORF56102,CCW,300,323,403,95,71,90
ORF56102,CW,266,263,359,162,114,138
ORF56108,CCW,365,370,452,238,117,195
ORF56108,CW,280,322,418,378,183,305
ORF56115,CCW,192,228,271,186,66,126
ORF56115,CW,146,160,228,173,112,151
ORF56121,CCW,244,280,304,129,81,162
ORF56121,CW,242,237,301,235,113,212
ORF56127,CCW,784,880,1429,373,174,221
ORF56127,CW,993,1067,1781,1155,644,914
ORF56129,CCW,89,88,106,1,0,1
ORF56129,CW,552,602,935,204,88,118
ORF56141,CCW,414,380,446,84,53,102
ORF56141,CW,113,122,137,98,41,75
ORF56162,CCW,225,222,191,55,50,78
ORF56162,CW,167,152,136,39,22,46
ORF56165,CCW,42,53,59,15,9,15
ORF56165,CW,64,71,72,48,18,35
ORF56166,CCW,115,117,118,82,45,85
ORF56166,CW,148,127,144,134,67,108
ORF56171,CCW,56,78,69,16,7,19
ORF56171,CW,36,31,32,9,11,8
ORF56172,CCW,242,224,269,55,45,59
ORF56172,CW,182,155,198,63,23,50
ORF56175,CCW,77,101,83,26,19,40
ORF56175,CW,79,58,59,9,10,14
ORF56176,CCW,124,168,156,59,36,38
ORF56176,CW,384,394,434,480,204,367
ORF56184,CCW,605,656,909,80,44,79
ORF56184,CW,223,232,230,82,43,82
ORF56191,CCW,255,234,235,79,37,71
ORF56191,CW,337,345,359,157,77,143
ORF56193,CCW,276,309,338,71,67,105
ORF56193,CW,219,196,244,137,75,106
ORF56194,CCW,773,808,1457,174,74,138
ORF56194,CW,582,716,1166,273,151,176
ORF56199,CCW,136,117,121,85,58,69
ORF56199,CW,122,115,125,51,50,52
ORF56215,CCW,82,70,49,11,5,9
ORF56215,CW,44,24,28,9,6,13
ORF56226,CCW,2,2,2,0,0,0
ORF56226,CW,27,20,13,27,8,17
ORF56234,CCW,30,27,22,4,4,2
ORF56234,CW,163,191,205,73,33,81
ORF56278,CCW,147,147,209,22,15,12
ORF56278,CW,164,174,182,106,82,115
ORF56281,CCW,323,348,421,56,39,41
ORF56281,CW,249,333,369,147,83,144
ORF56312,CCW,33,46,17,18,5,12
ORF56312,CW,67,69,60,35,16,32
ORF56316,CCW,265,310,318,38,19,37
ORF56316,CW,235,221,265,103,61,118
ORF56320,CCW,594,687,870,91,68,111
ORF56320,CW,519,609,716,98,59,96
ORF56325,CCW,266,326,321,23,18,18
ORF56325,CW,167,190,194,54,27,66
ORF56347,CCW,30,30,20,0,3,8
ORF56347,CW,22,16,13,2,2,6
ORF56356,CCW,373,398,596,316,168,247
ORF56356,CW,332,322,443,248,123,197
ORF56382,CCW,68,75,53,9,6,9
ORF56382,CW,53,43,34,33,15,26
ORF56412,CCW,271,287,284,68,54,55
